"Introduction","Id_Chargeur","Date PEC","Site","Id_Site","Nombre de place de stationnement","Nombre de place PMR","Localisation","Photo Site","Chargeur","Marque - Modèle","Numéro de série","Nombre de prise","Année de fabrication","Date de mise en service","Photo Chargeur","Etat Chargeur","Chargeur - Anomalie","Chargeur - Défaut(s) constaté(s)","Chargeur - Solution(s) proposée(s)","Chargeur - Photo anomalie","Prise 1","Prise 1 - Identifiant","Prise 1 - Type de prise","Prise 1 - Puissance","Prise 1 - Câble attaché ?","Prise 1 - Etat prise","Prise 1 - Etat câble","Prise 1 - Test de charge","Prise 1 - Raison ?","Prise 1 - Anomalie","Prise 1 - Défaut(s) constaté(s)","Prise 1 - Solution(s) proposée(s)","Prise 1 - Photo anomalie","Prise 2","Prise 2 - Identifiant","Prise 2 - Type de prise","Prise 2 - Puissance","Prise 2 - Câble attaché ?","Prise 2 - Etat prise","Prise 2 - Etat câble","Prise 2 - Test de charge","Prise 2 - Raison ?","Prise 2 - Anomalie","Prise 2 - Défaut(s) constaté(s)","Prise 2 - Solution(s) proposée(s)","Prise 2 - Photo anomalie","Prise 3","Prise 3 - Identifiant","Prise 3 - Type de prise","Prise 3 - Puissance","Prise 3 - Câble attaché ?","Prise 3 - Etat prise","Prise 3 - Etat câble","Prise 3 - Test de charge","Prise 3 - Raison ?","Prise 3 - Anomalie","Prise 3 - Défaut(s) constaté(s)","Prise 3 - Solution(s) proposée(s)","Prise 3 - Photo anomalie","Alimentation","Point de livraison","Numéro PRM","Marque Modèle Disjoncteur","Réglage intensité","Réglage différentiel","Etat PDL / Disjoncteur","Photo PDL","Photo Disjoncteur","Alimentation - Anomalie","Alimentation - Défaut(s) constaté(s)","Alimentation - Solution(s) proposée(s)","Alimentation - Photo anomalie","Communication","ICCID","Charge Point ID","Moyens de paiement","Terminal de paiement ?","En service ?","Marque TPE","Numéro de série TPE","Etat TPE","Photo TPE","Photo plaque signalétique TPE","Moyent de paiement - Anomalie","Moyent de paiement - Défaut(s) constaté(s)","Moyent de paiement - Solution(s) proposée(s)","Moyent de paiement - Photo anomalie","Protection anticolision","Type de protection","Protection - Quantité","Etat protections","Présence de stop-roues ?","Protection - Anomalie","Protection - Défaut(s) constaté(s)","Protection - Solution(s) proposée(s)","Protection - Photo anomalie","Panneaux de signalisation","Signalisation - Quantité","Fixation","Type de panneaux","Logo VE au sol ?","Etat signalisation","Signalisation - Anomalie","Signalisation - Défaut(s) constaté(s)","Signalisation - Solution(s) proposée(s)","Signalisation - Photo anomalie","Contrôles","Contrôle 1","Contrôle 2","Contrôle 3","Contrôle 4","Contrôle 5","Contrôle 6","Contrôle 7","Contrôle 8","Contrôle 9","Contrôle 10","Contrôle 11","Contrôle 12","Contrôle 13","Contrôle 14","Contrôle 15","Contrôle 16","Contrôle 17","Contrôle 18","Contrôle - commentaires","Conclusion","Pose des stickers","Chargeur basculé chez LOAD STATION","Que reste-t-il à faire ?","Nom technicien","Signature"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
